analysis_version,variant_label,policy_sha256,odds_row_id,match_id,tour,year,slam,round,source_file,source_row_number,source_workbook_sha256,unavailable_reason,complete_pair_count,complete_named_pair_count,valid_named_pair_count,pair_status_counts_json,named_pair_status_counts_json,avg_method_status,in_frozen_common,primary_completed_non_retirement,raw_prices_tracked
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,ccfa68bcee805030ff6ed0d2e83b3502744487e1f9f833ba433fe613547a940b,764a20ae141fd5513887915fc49664dacec2260afc3bdc1ea65bffec494392fc,ATP,2002,US Open,R32,atp/2002.xls,2327,60bed111e535655bbba9a6634777ef5c8984a83d61f4116fda77e7fea7b68798,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,1b463c7e615e12c93f55ca18cb9e23e11f8f740859103e7165d969dc393e5297,0c8ebd5cce19be5025947d4884c7fd770150c1845ae2fb30059afaf69f31d408,ATP,2002,US Open,R64,atp/2002.xls,2302,60bed111e535655bbba9a6634777ef5c8984a83d61f4116fda77e7fea7b68798,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,85c25c4ce1ab24fb973c5c26e02fa0a1791d5a2e666b9a0356d6a0b89e439fda,882d0561a0f71a1e9282fbc7e939eca537801809e6db4a630f2cacf59898a885,ATP,2002,Wimbledon,R128,atp/2002.xls,1538,60bed111e535655bbba9a6634777ef5c8984a83d61f4116fda77e7fea7b68798,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,663ebe4a0543206ff9ec122602acd1e73b7d7e378911d6d619fe397c5c534554,b1200c23ad6fd755510fe22b915debbc3e5f2fc63680b528938e87ecce26dd87,ATP,2002,Wimbledon,R128,atp/2002.xls,1522,60bed111e535655bbba9a6634777ef5c8984a83d61f4116fda77e7fea7b68798,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,daf03805cf09b4c46023d8089b0b21b74bd933cca8d9b82103b5d3cb2c9659f9,1c618893a9c62eb57e4779d67e77ce64f89364c6d93994b8179aff7092ce91ab,ATP,2003,Australian Open,R32,atp/2003.xls,266,d570759da44f474a9091c1143c6a077d4975ee5abae534ca63a583df7b3de382,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,2647b1c262e410e67aee0f127ea022a787a1d150fc26cc3d54be7dc6d0753657,37fada21d1f7f0466de106102ac18769f240b5785dfc8a430f62746db8a49f5e,ATP,2003,Australian Open,R32,atp/2003.xls,267,d570759da44f474a9091c1143c6a077d4975ee5abae534ca63a583df7b3de382,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,False,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,ab1dd81113db8f2e9a547046d61f2a950cea4f982d5847203d8ef4c9f2274db5,7eff66587b94aa3a4c7dd4acff965c60b25b179eb7068001ae63b4d21bedeb27,ATP,2003,Australian Open,R32,atp/2003.xls,265,d570759da44f474a9091c1143c6a077d4975ee5abae534ca63a583df7b3de382,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,False,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,acbf8c69e4e3b1f18aa4f53f68007661a9dfd5ce3537eefc2acd5b34f9d204c6,a9e35824f8754bf23f97300357241b6b0da41726a5c811ee52a78b6860e52e1a,ATP,2003,Australian Open,R32,atp/2003.xls,264,d570759da44f474a9091c1143c6a077d4975ee5abae534ca63a583df7b3de382,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,20b615480d297e89c6717ab92794f146f22c2f82b8301801c6a83f92f1ea5add,b8af3540e1ea3105a3d9fb058a61c658c07174dc243fe329359c510372bc1594,ATP,2003,Australian Open,R32,atp/2003.xls,262,d570759da44f474a9091c1143c6a077d4975ee5abae534ca63a583df7b3de382,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,734d03215bfaf42486ea2aa26f224530ee699b14574022ec198e134d73dc7d2c,c22e5634241fdbffe820a4371834a54e864fe9b603948801553dcba006fc0f27,ATP,2003,Australian Open,R32,atp/2003.xls,268,d570759da44f474a9091c1143c6a077d4975ee5abae534ca63a583df7b3de382,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,405d52d60525c2ed021ad2fcdc05013e214d95cb5dbec2a3b39310a96b502dda,c78c0a1e757904ac815b74180e84d529fd8a1c10988989311a0a0abab1617eb9,ATP,2003,Australian Open,R32,atp/2003.xls,263,d570759da44f474a9091c1143c6a077d4975ee5abae534ca63a583df7b3de382,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,4ecfc958a6e957c9d3e30c513c374bc7cb28a90ecdbf844fe7d0144af2ae66ef,de41520881b669437c0cf304512c4d1d7b50a8562a1d30abbf23ad7cb7c5c42d,ATP,2003,Australian Open,R32,atp/2003.xls,261,d570759da44f474a9091c1143c6a077d4975ee5abae534ca63a583df7b3de382,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,89ebaebc7c20de5392dc59f801c914e48d184b34f47e28b5848e3af45384d850,7d489971ff2604e9f19054c87deb7bbf62900b364e36bb5ef466de08517463fe,ATP,2003,Roland Garros,R128,atp/2003.xls,1254,d570759da44f474a9091c1143c6a077d4975ee5abae534ca63a583df7b3de382,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,fbb3fd66119c03f17b19fd901a4044b77e522381b2cb6e069b47157b922410e7,363b09f47eaeb2916c521e07cf2498d57c7e7997c075e61e65d0a4461318af89,ATP,2003,Roland Garros,R64,atp/2003.xls,1318,d570759da44f474a9091c1143c6a077d4975ee5abae534ca63a583df7b3de382,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,528a78603f9b39f613dd395c677660e164d1566cfe9e8653c374c20aa2b73b07,d1523db6a787402dacd41d18ad64ac4a0dcbad70f3cba280672884ec7ff31cfc,ATP,2004,Australian Open,R128,atp/2004.xls,185,134f007467923e36eec83cef311dce89a711c46f7f2e70d4ad5c4c1bbd3292ca,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,32fe51a961c63a3e0538e8606eaf1ed9028cf3441dc4c42122c221f44fa13bbc,412901f86e65b18f5b416daa0edf987bf16a16ff7d412750c6b9c6932b9242ae,ATP,2004,US Open,R128,atp/2004.xls,2213,134f007467923e36eec83cef311dce89a711c46f7f2e70d4ad5c4c1bbd3292ca,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,False,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,19f25d3897308d6495672edf6a4f0a1fb152d3341c50d7990e71c8a8e4a64393,49a7005e0273aee4fcc1a8d141de1ced1594fd2bc86211b4c54ddd84f60746ff,ATP,2006,Australian Open,R128,atp/2006.xls,193,4317bc976cb17d0346a36ad5c09024b7957c28155ed5a59bd38e2df7226aa492,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,6e806ae35f9f5de121c45ff282efc053637e053a31bc0748bc23ac92cfd743f8,98b658edb9bb9aae05142d28664a79c2525f500e7553649fa50f9f714db74cd6,ATP,2008,Roland Garros,R128,atp/2008.xls,1281,d374f8563fd417a1e3b57eeb6cc4f83042cd62bb63323a528ae5a3483fc0113c,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,8b7c1e4b2bc9d85fa0023b97de8e37333b422790149582cf144d9a6ae7305e03,7b34fb36a6be2e87c6722d20963ac45ef14529633cddbec3026b6270947a5ca7,ATP,2008,US Open,R128,atp/2008.xls,2148,d374f8563fd417a1e3b57eeb6cc4f83042cd62bb63323a528ae5a3483fc0113c,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,75edd1ea9d7febd3a5627d9955e6f4027e511ffadc7ec1f4077b88b9ff442bb2,0be042a6ef16dc7d4faa28e01aa85ddbe37c1904b252c632448ed15d4b564d12,ATP,2008,Wimbledon,R128,atp/2008.xls,1579,d374f8563fd417a1e3b57eeb6cc4f83042cd62bb63323a528ae5a3483fc0113c,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,6d2833cde8a637d6725bca5a903763cb4b7d47585cb4c4592095d7093c067cc6,71edde12edbf39d73625fedf4293b84012c4b55f9c015c852b7d2f1cdb0ab64a,ATP,2009,Roland Garros,R128,atp/2009.xls,1277,94028838328000f8c0b9c4ff2e8821a18e7a5d3653e7b5d0d870c81222bdc06d,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,6cb5438183118d844f6d2d88086d38e0537a1edc44df431f50e9c558f2acebc8,3f3cf2a013ecb06927044e5a1fe15dfe6a0a5ef68c5d17a85526a698fcdd021e,ATP,2009,Wimbledon,R128,atp/2009.xls,1540,94028838328000f8c0b9c4ff2e8821a18e7a5d3653e7b5d0d870c81222bdc06d,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,ef02699562cd5eb32c64530340baf1fa7179035fcfa72e789b6da02be96405cc,252b0e94e71e3dfc5f32d7b076e217d627c00b1e3547452e2f3c794c60581507,ATP,2014,Australian Open,R128,atp/2014.xlsx,180,ebc5749b3b537cc6dafde5d416a330752dc64a1b2f3f4f9698699763a3ce7d9f,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,85020b58620f1b2be8e065c31894ed0b77ed76212b2686313579de986987530b,c5458f48f2ffc156658cc16a86db910f2ac490b30bf0d71adab5b76adf42c6db,ATP,2021,Roland Garros,R16,atp/2021.xlsx,1259,dcbd273a4fa101f4783384dbfe3410bfc7ee7bed0aed4ab9a09afbffb294c4ca,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,False,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,07d78e1823ee128677316b5e6137a09199a3b32d09fd680f22197619e2f8dbef,437a90bd437bef45e341d8b6370aaff9aa5a4e46a4849429c005dc1468f036c1,ATP,2022,US Open,R64,atp/2022.xlsx,2123,9feaa1567783cb063e23b6f2d653d4c97210a48b001373eb367eb2d8b6a60a86,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,False,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,27aac552967d5863cafd84007c9dd3d01e85589a388f3ce258bde7c2183419e5,fd4f845f3d343325ce566999f4ca477caf8c9807f37419e2e3605a7a86b1c7b4,WTA,2017,Australian Open,R128,wta/2017.xlsx,208,5476fa98ea38a885a5f7141e6aa6c4979dfb2d7f93715f7d13b46a17c1f140e0,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,5161597c20cc6fb5bd24d825139ccd6c6db8d5ba869b94709e892f6a28dbea71,a2ad729e26ca5099370469950d169c6738830e1fe692f7539b8f508a93aa9c60,WTA,2021,Roland Garros,R64,wta/2021.xlsx,1185,a364ca800b49b6ffc770b6766b8b15cec50ecfa9baf850c7973076dc936b1cc3,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,False,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,a8376954bcfd193ae35d2ab8835441e4460583a2c3a629a2c9d4969ec909a657,b8fb871c01f030c52356300817ef32f5975eadb6dbdeae4b689e4af328501679,WTA,2021,Roland Garros,R64,wta/2021.xlsx,1184,a364ca800b49b6ffc770b6766b8b15cec50ecfa9baf850c7973076dc936b1cc3,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,False,False
market-probability-sensitivities-v1,additive_primary_hierarchy_mean,4f05567c79a3dc2142883029f541c9a7cfebec66917ba354d039f58cb40d31f9,6a732a88853289272259ab489e799bdd3f920f8e6185803fd1ae1c87f44917a2,dd95f220e7bb56a0e4f75074a7461c09414de96b334421bd7f2626aece79ed91,WTA,2022,Wimbledon,R128,wta/2022.xlsx,1376,d173f08e2607e2a3259448261f50cbe5bed6f298dd204427ea07b7795b4cc155,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,power_named_books_preferred_mean,4bce510cc0336ee6e26a42d0bf11a5023d55b36a133e6d6cc572416a8be46bf3,5a9d82f8196850ed5c60105efd379e3be3cbf4a4ac78cc075f54c592969fd290,4f6ac606c2de568bbd7374987bafd65c3b69cc53277f5efe3fba7ab6ec44ee4d,ATP,2001,Australian Open,F,atp/2001.xls,283,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,power_named_books_preferred_mean,4bce510cc0336ee6e26a42d0bf11a5023d55b36a133e6d6cc572416a8be46bf3,61ffb8340d0fdfc61b2234143815ab6d74f4b639c9ce9f957264228bd4c2dc09,305929f8006b6fafc3e472bf2e8ced5d659d9336aae48de89d53d779e9bc80b5,ATP,2001,Australian Open,QF,atp/2001.xls,279,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,power_named_books_preferred_mean,4bce510cc0336ee6e26a42d0bf11a5023d55b36a133e6d6cc572416a8be46bf3,596e8d3e24ca3eb0e74baebdde6b59dac133d393bd8f216a0634a13d9fd250e7,df1b3dc36a13b555a1620153b86f46f40051d3a0b1aac366fe96cf931aba02cd,ATP,2001,Australian Open,QF,atp/2001.xls,278,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,power_named_books_preferred_mean,4bce510cc0336ee6e26a42d0bf11a5023d55b36a133e6d6cc572416a8be46bf3,c2b8f07391c519c04f7ee3b4066f42e8aa7c3ae6c18efbc6dff3771ef6dcf58d,03890036a771ff8efad703ad15e73a4be92ea95c8fddbf52d07321865adcd2dc,ATP,2001,Australian Open,R128,atp/2001.xls,177,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,power_named_books_preferred_mean,4bce510cc0336ee6e26a42d0bf11a5023d55b36a133e6d6cc572416a8be46bf3,cec0467d0a83498e68389d09ba7fd9ef2de0d036366550771218b9769b201086,08c22b74f38a7d652ef36f6d74ba479af15dad5a12bdd3cb6a7646844dd59155,ATP,2001,Australian Open,R128,atp/2001.xls,191,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,power_named_books_preferred_mean,4bce510cc0336ee6e26a42d0bf11a5023d55b36a133e6d6cc572416a8be46bf3,c36f047835ab2b1611c31a2dd49c3aae7e37bae00579cec91280da2fbc104b09,099fe077d637ff06ef2baf29f0cce93b1221a706435ae37034edf65f2454181b,ATP,2001,Australian Open,R128,atp/2001.xls,203,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,power_named_books_preferred_mean,4bce510cc0336ee6e26a42d0bf11a5023d55b36a133e6d6cc572416a8be46bf3,48da34b8a8ed0c4ff49d91bc06823096904183980aff05860405d3216b2517dd,0b7717432f742ec7d737f3b00ece4785195c1efed28469b32a48e68de8e924c0,ATP,2001,Australian Open,R128,atp/2001.xls,170,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,power_named_books_preferred_mean,4bce510cc0336ee6e26a42d0bf11a5023d55b36a133e6d6cc572416a8be46bf3,3b660b948dbcef08601522ce64d4d5b773319647ce489f388992a5c0208c8e22,0e4bd811c28482df51e897e67b65fc048617150027cefe73a09b5b2280df626c,ATP,2001,Australian Open,R128,atp/2001.xls,176,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,power_named_books_preferred_mean,4bce510cc0336ee6e26a42d0bf11a5023d55b36a133e6d6cc572416a8be46bf3,079f72149a7debf15230682592e5285b2628145568b96fe72228c2e2e2c00622,10b201a2d162cb842d8bc7164c1ced7d95f30a7691decbfbc0ce83522102d2d2,ATP,2001,Australian Open,R128,atp/2001.xls,213,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,power_named_books_preferred_mean,4bce510cc0336ee6e26a42d0bf11a5023d55b36a133e6d6cc572416a8be46bf3,841322733e64914949d11f861a20ff394da0a370fb4991cd9285992bb6e02a38,116df2fe16187dc2421da96c725ef2ed150a4cceb2d5ea3ab0d65431e0059f51,ATP,2001,Australian Open,R128,atp/2001.xls,192,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,power_named_books_preferred_mean,4bce510cc0336ee6e26a42d0bf11a5023d55b36a133e6d6cc572416a8be46bf3,4cca8f9ba6c4a11429cf8f0d82f5c634b1c864433d8b64a19e0d3a404ad0168c,1808b80ff8f05915e355b9486f974a41297f4547b2d993ab916123282f581944,ATP,2001,Australian Open,R128,atp/2001.xls,188,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,power_named_books_preferred_mean,4bce510cc0336ee6e26a42d0bf11a5023d55b36a133e6d6cc572416a8be46bf3,291d34149c91c14583c556a212c31a105ca6d92a71d978823b026c8fa750534b,19a7b557241817826f508c08fc3399e3f4b2c7e6e223f7cc774601a28b115fdd,ATP,2001,Australian Open,R128,atp/2001.xls,218,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,power_named_books_preferred_mean,4bce510cc0336ee6e26a42d0bf11a5023d55b36a133e6d6cc572416a8be46bf3,da67f3821b38892d5a15d554bf4b7e0c86f91c386838346067ae8c1da7fa8489,1fb17d3737dc87465c4f1c290fdd837af3d08f613977dfd2030b54295ec6fa82,ATP,2001,Australian Open,R128,atp/2001.xls,212,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,power_named_books_preferred_mean,4bce510cc0336ee6e26a42d0bf11a5023d55b36a133e6d6cc572416a8be46bf3,17740c3659effc5d9708e5cad8264741b1102a64c0530c7169a299549c310cfe,2cb4bd9c19cebf5b1d9b436517969a50dc944e0320553a95d517fd9771bb26b4,ATP,2001,Australian Open,R128,atp/2001.xls,162,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
market-probability-sensitivities-v1,power_named_books_preferred_mean,4bce510cc0336ee6e26a42d0bf11a5023d55b36a133e6d6cc572416a8be46bf3,756494538d5a73ab9d4fb8a53ed9ddb0b3a4ea712f8434be9fd1ce12eb3389cd,348dca3171436bc0c7e82a891355b4466b13659fdf81a8fe6f2ae615bd0f7101,ATP,2001,Australian Open,R128,atp/2001.xls,184,a3161067b946881e1a2b067ec5a78f078155b8177e17ae307084e7e3facca2fc,no_complete_price_pair,0,0,0,"{""missing_winner_odd;missing_loser_odd"":12}","{""missing_winner_odd;missing_loser_odd"":11}",missing_winner_odd;missing_loser_odd,False,True,False
